STT,SMILES,CID,AVG_IC50_uM,FIRST_LABEL,FINAL_LABEL,DUPLICATE_COUNTS
565,CC1(CC(=O)NC2=C1C=C(C=C2)C(=O)NCC3CCC(CC3)/C=C/C(=O)NO)C,86291495,0.1591,Active,Active,2
389,CCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C5=CC=CC=C5OC,145990872,0.83,Active,Active,1
1,CSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO,164629157,0.68,Active,Active,1
769,CC1=CC=C(O1)C2=NC3=CC(=C(C=C3C(=C2)NCC4CCN(CC4)C)OC)OCCCN5CCCC5,118613729,,Unspecified,Inactive,1
769,COC1=CC=C(C=C1)COC(CCCCCC(=O)NO)C(=O)NC2=CC=CC=C2,25065102,,Unspecified,Inactive,1
561,CC1(CC(=O)NC2=C1C=C(C=C2)NC(=O)CCCCCCC(=O)NO)C,86581153,0.01,Active,Active,1
80,C1=CC(=CC=C1C2=CC3=C(C=C2)C(=NN3)NC(=O)CCCCCCC(=O)NO)Cl,162667220,0.0036,Active,Active,1
205,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)CC6=CC=CC=C6,156018682,0.0081,Active,Active,1
34,CCC1=C(C2=CC3=C(C(=C(N3)C=C4C(C(C(=N4)C(=C5C(=C(C(=N5)C=C1N2)C)C(=O)OC)C(=O)OC)CCC(=O)NC6=CC=C(C=C6)C(=O)NC7=CC=CC=C7N)C)C)C=C)C,164611754,2.65,Active,Inactive,1
769,C1=CC=C(C=C1)C[C@@H](C(=O)O)N2C(=C(N=N2)C3=CC=CC=C3)C#CC4=CC=CC=C4,155555613,0.0,Inactive,Inactive,1
508,C1COC2(C3=C(C=CC(=C3)Cl)N(C2=O)CC(=O)NCC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)OC1,137643760,0.223,Active,Active,1
427,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)C(=O)NO)C(F)(F)F,145967968,0.919,Active,Active,1
454,CC1=CC=C(O1)C2=NC3=CC(=C(C=C3C(=C2)NCC4C5CCC4CN(C5)C6=NC=C(C=N6)C(=O)NO)OC)OC,142495399,0.125,Active,Active,1
366,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@@H]4CC45CCN(CC5)C,151151287,0.0313,Active,Active,1
91,CC1=C(NN=C1)NC2=C3C(=NC(=N2)Cl)N(C=N3)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N,162664727,0.739,Active,Active,1
339,C1CN=C2C3=C(C=CC=C3I)SC(=S)N2C1,155515864,8.1,Active,Inactive,1
769,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=CC(=C4)C(=O)NC5=CC=CC=C5N,141504728,,Unspecified,Inactive,1
564,C1CC(=O)NC2=C1C=C(C=C2)C(=O)NCCCCCCC(=O)NO,86581004,0.02,Active,Active,1
345,CC1=C(C(=NO1)C)C2=NC3=C(C4=C(S3)CN(CC4)CCCCCC(=O)NC5=CC=CC=C5N)C(=O)N2,155513192,0.112,Active,Active,1
769,CNC(=O)[C@H](CC1=CC=CC=C1)N2C(=C(N=N2)C3=CC=CC=C3)C#CC4=CC=CC=C4,155542994,0.0,Inactive,Inactive,1
241,C1=CC=C(C(=C1)C2=CC(=NO2)[C@H](CCCCCC(=O)C3=NOC=C3)N)F,155925380,0.8604999999999999,Active,Active,2
13,C1=CC=C(C=C1)N2C(=NN=C2SCCCCCC(=O)O)C3=CC=NC=C3,164621264,0.64,Active,Active,1
315,C1=CC=C(C=C1)C(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO,155529646,1.05,Active,Inactive,2
600,C1OC2=C(O1)C=C(C=C2)CN(CCO)CC3=CC=C(C=C3)C(=O)NC4=C(C=CC(=C4)C5=CC=CS5)N,57393108,0.74,Active,Active,1
387,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C5=CC=CC=C5OC,145992467,0.34,Active,Active,1
273,COC1=CC2=C(C=C1)SC3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO,155553215,0.35,Active,Active,1
166,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)C34CCN(CC3)CC4,162646027,1.321633333333333,Active,Inactive,3
769,COC1=CC2=C(C=C1)SC(=S)N3C2=NCC3,155545078,,Unspecified,Inactive,1
769,CC1=CC(=CC=C1)C(=O)NO,4288771,,Unspecified,Inactive,1
646,C1=CC(=CN=C1)C2=NOC(=N2)CCCCCCC(=O)NO,46190824,0.39,Active,Active,1
769,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=CC=CC=C4N5C=CC=C5)NC(=O)C6=CN=CS6,162650166,,Unspecified,Inactive,1
484,CNC1=NC(=NC=C1Cl)NC2=CN(N=C2)CCCCCCC(=O)NO,141728842,0.1025,Active,Active,2
769,C1=CC=C(C=C1)NC(=O)C(CCCCCC(=O)NO)OCC2=CC=C(C=C2)C(F)(F)F,25065932,,Unspecified,Inactive,1
504,C1=CC=C(C=C1)CC(CCCC(=O)NO)CCC(=O)NC2=CC=CC=C2,137657845,3.5,Active,Inactive,1
769,C1=CC=C2C(=C1)C=CC=C2NC(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,155560660,,Unspecified,Inactive,2
243,CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(=O)C2=NC=CS2)C3=NC=C(N3)C4=CC=C(C=C4)F,155925141,1.412,Active,Inactive,2
566,C1=CC(=CN=C1)C2=CC=C(C=C2)C=NNC(=O)CCCCCC(=O)NO,73707550,0.0108,Active,Active,1
769,C1=CC=C(C=C1)NC(=O)[C@H](CC2=CNC3=CC=CC=C32)NS(=O)(=O)C4=CC=CC(=C4)C(=O)NO,145973656,,Unspecified,Inactive,2
562,C1CC(=O)NC2=C1C=C(C=C2)NC(=O)CCCCCCC(=O)NO,86581152,0.018,Active,Active,1
686,CCC(=O)NCC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC=CS3)N,25157071,0.47,Active,Active,1
189,C1=CC=C2C(=C1)C(=C(N2)C3=C(N(C4=C3C=C(C=C4)Cl)CC5=CC=C(C=C5)C(=O)NO)O)N=O,156901820,0.187,Active,Active,1
769,C1=CC=C(C=C1)N2C(=NN=C2SCCCCCC(=O)NC3=CC=CC=C3N)C4=CC=NC=C4,164627185,,Unspecified,Inactive,1
699,COC(=O)NCC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC=CC=C3)N,25032862,0.013,Active,Active,1
475,C1=CC(=CC=C1NC2=NC(=NC=C2)NC3=CN(N=C3)CCCCCCC(=O)NO)F,141728877,0.018,Active,Active,1
681,C1=CC=C(C=C1)C2=CC=C(C=C2)/C=C/C(=O)NO,42632368,0.82,Active,Active,1
510,C1=CC(=C2C=CNC2=C1)CCNS(=O)(=O)C3=CC=C(C=C3)C=CC(=O)NO,137638741,0.0009,Active,Active,1
58,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC(=C(C=C2OC)F)F)NC(=O)[C@H]3CC34CCN(CC4)CC,162672989,0.027,Active,Active,1
474,C1=CC=C2C(=C1)N(C3=CC=CC=C3S2)CC4=CC=C(C=C4)C(=O)NO,141733188,4.96,Active,Inactive,1
560,CC1(CC(=O)NC2=C1C=C(C=C2)C(=O)NCC3=CC(=CC=C3)/C=C/C(=O)NO)C,86581432,0.1,Active,Active,1
769,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)[C@H](CC4=CNC5=CC=CC=C54)NC(=O)C6=CC=CC(=C6)C(=O)NC7=CC=CC=C7N,155522132,,Unspecified,Inactive,1
747,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO,6918638,0.493,Active,Active,5
252,CC(C)C1C(=O)OC(CC(=O)NCC2=NC(=CS2)C3=NC(CS3)(C(=O)N1)C)C(=CCCS)F,155564400,0.09551,Active,Active,1
21,C1=CC=C2C(=C1)N(C3=C(S2)C=CC(=C3)C(=O)NC4=CC=CC=N4)CC5=CC=C(C=C5)C(=O)NO,164617889,0.04,Active,Active,1
313,CN(CC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N)C3=CC=CC=C3,155530254,0.5,Active,Active,1
459,CC1=CC=C(O1)C2=NC3=CC(=C(C=C3C(=C2)NCC4=CC=C(C=C4)C(=O)NO)OC)OCCCN5CCCC5,142495304,0.06,Active,Active,1
160,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C(=O)N)NC(=O)[C@H]3CC34CCN(CC4)C,162650292,0.1494333333333333,Active,Active,3
276,CN1C=NC=C1C2=CN(C3=CC=CC=C32)CC4=CC=C(C=C4)C(=O)NO,155551057,3.16228,Active,Inactive,1
769,C1CN=C2C3=CC=CC=C3SC(=S)N2C1,44623002,,Unspecified,Inactive,1
191,CCC(=O)CCCCC[C@@H](C1=NC=C(O1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)C(C)C,156022127,0.0177,Active,Active,1
385,CN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C5=CC=CC=C5OC,145993428,0.96,Active,Active,1
769,COC1=C(C(=CC=C1)F)C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,162671545,,Unspecified,Inactive,2
413,C1COCCN1C2=C3C=CC=C4C3=C(C=C2)C(=O)N(C4=O)CC5=CC=C(C=C5)C(=O)NO,145973368,0.0988,Active,Active,1
491,C1=CC(=CC=C1NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCC(=O)NO)Cl,141728817,0.002,Active,Active,1
343,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N,155514314,5.4,Active,Inactive,1
769,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNS(=O)(=O)C4=CC=C(C=C4)/C=C/C(=O)NO,156021102,0.0,Inactive,Inactive,1
308,CN(C)CC1=NN(C2=CC=CC=C21)CC3=CC=C(C=C3)C(=O)NO,155534222,7.94328,Active,Inactive,1
661,C1=CC(=CC=C1C2=NOC(=N2)CCCCCCC(=O)C(F)(F)F)Cl,46187888,8.56,Active,Inactive,1
130,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2CCC3=CC=C(C=C3)C(=O)NC4=C(C=CC(=C4)F)N,162656120,9.08,Active,Inactive,1
663,C1=CC(=CC=C1C2=NOC(=N2)CCCCCCC(=O)C(F)(F)F)[N+](=O)[O-],46187886,8.15,Active,Inactive,1
769,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=C(C=C4)C(=O)NCCCC(=O)NO,145977548,,Unspecified,Inactive,1
99,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CCC(N=C2OC)C)NC(=O)[C@H]3CC34CCN(CC4)CC,162663227,0.0014,Active,Active,1
372,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)CCC(F)(F)F,147125573,0.0131,Active,Active,1
87,COC1=CC=CC(=C1)C2=CC3=C(C=C2)C(=NN3)NC(=O)CCCCCC(=O)NO,162665208,0.063,Active,Active,1
458,CC1=CC=C(O1)C2=NC3=CC(=C(C=C3C(=C2)NCC4CCC(CC4)C(=O)NO)OC)OC,142495322,0.274,Active,Active,1
330,CCC1=CC=C(C=C1)SCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N,155521283,0.144,Active,Active,1
214,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNC(=O)C4=CC=C(C=C4)C(=O)NO,156015873,8.62,Active,Inactive,1
466,C1=CC=C(C=C1)CCC(=O)NC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,142489322,1.1,Active,Inactive,1
121,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)NCCCCCC(=O)NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N,162657608,0.97,Active,Active,1
614,C1=CC=C(C=C1)N(C2=CC=CC=C2Cl)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO,53340426,0.318,Active,Active,2
20,C1=CC=C2C(=C1)N(C3=C(S2)C=CC(=C3)C(=O)N)CC4=CC=C(C=C4)/C=C/C(=O)NO,164618031,0.02,Active,Active,1
700,CC(C)C1C(=O)OC(CC(=O)NCC2=NC(=CS2)C3=NC(CS3)(C(=O)N1)C)C=CCCS,24938735,0.0095,Active,Active,1
71,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(C=C(C=C2F)C(=O)NC3=NC=CC(=C3)C(F)(F)F)OC)NC(=O)[C@H]4CC45CCN(CC5)CC,162670307,0.32,Active,Active,1
106,COC1=CC(=C(C=C1)C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5)O,162661061,1.9,Active,Inactive,1
270,CC(C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N)NC3=CC=CC=C3,155555330,4.2,Active,Inactive,1
769,C1CN2C(=N1)C3=C(C=CC=C3Cl)SC2=S,155515284,,Unspecified,Inactive,1
435,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=C(C=C4)C(=O)NCCCCCCC(=O)NO,145966712,0.19165,Active,Active,2
102,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=C(C=C2)NC4=CC=CC=C43)NC(=O)[C@H]5CC56CCN(CC6)C,162662773,0.0011,Active,Active,1
